drug,gene,disease,label
10473704,13061,326636,9
879655,485711,10474093,2
148687,427114,2707,9
49949,556810,3127466,0
266223,2611751,7359585,7
228621,7189704,2714,7
3133859,432677,115944,9
4591,3073,75152,7
46459,4175729,1878136,8
60906,4142972,10635,3
48981,4804238,94514,9
10473043,43101,60149,9
23431,550606,61912,1
31841,4773512,180889,8
7279943,243019,12783,4
46459,446030,10485701,9
17708,6988249,3619,9
16424,7762976,641672,9
6378042,22716,10485819,9
212081,1924290,884,9
5640025,3379,1555,8
6064407,477743,24258,4
33773,57485,884,9
34072,435185,72467,0
2841679,771460,59308,2
112377,2494079,1260458,0
650236,770797,57533,2
392212,7675875,1878136,8
96994,6107079,10635,9
582102,52294,45102,2
1448786,11073,63423,9
209667,2139816,527266,2
247539,2824562,3651,9
266223,2420959,6985,6
5915218,1902112,10635,5
3089297,499165,60149,9
10472852,116359,10474289,0
68043,2447796,61912,9
10473704,199294,2237,9
5258027,501987,58096,4
7193,1836171,10483467,9
20287,2020614,45805,9
9534,1844603,57533,9
266223,510206,2786746,9
63784,538330,121366,9
2352444,2200101,884,5
229374,746873,6792585,9
34887,2044882,600800,7
474082,349971,24258,3
1165692,505943,10486010,9
105887,6197648,92407,9
765940,432524,10484405,9
1872863,165868,9090860,9
200201,2530339,10473853,9
104890,500748,872436,2
6298926,45317,10483831,9
38231,530176,10484022,9
35999,475887,165283,9
765940,45343,45739,1
189065,443546,72167,9
476075,4155256,45739,9
1276578,8410,35951,5
1128689,38595,2707,9
289826,3600414,16563,6
41624,556810,2499,9
1207628,261,10486140,9
189869,24050,10635,9
60906,2351590,274109,9
3984055,408687,12783,1
11599207,24050,10635,9
450635,2527890,1878136,9
191325,47915,45805,9
645728,70441,2714,7
516679,2628796,8518,3
1440,4518601,326636,4
1276432,434802,2536606,9
10871751,1023276,52166,9
76722,407869,311917,9
433237,2470167,35951,5
127859,4442704,10484369,9
149691,2000252,24258,3
3398744,2981,884,9
2172,4470,8518,9
48981,414337,3236624,9
1663,433616,61912,5
289826,8146075,919409,9
1997157,1087457,158345,2
849947,117502,278413,0
117402,7170067,24258,9
764079,2998457,76948,9
64,59174,769052,9
450635,333014,6160,1
283198,882674,204092,1
274409,114711,53939,0
10472639,13646,6985,9
485104,2906260,2707,3
1165599,5268682,2147,1
3918089,2929953,1555,9
439292,456508,6124,7
1929659,108801,10485083,9
5655,32983,615690,0
3687271,21135,11101,9
74661,6786,2413,9
1095897,23243,10484496,9
110290,2296978,326636,6
63784,258717,4697,9
634668,25084,3651,9
18365,2628918,3651,1
33267,449187,390403,2
702429,50075,10473831,0
2393640,681079,1085637,9
2691320,3134150,180889,1
23159,1975114,9135,9
18635,2838,12783,9
6487207,2165323,3651,9
5850195,57548,12783,4
10572815,160548,10635,9
474464,4678604,204092,1
2338,3228310,8481552,9
5383516,1954289,881824,9
2000539,2587065,45739,9
2726935,3823512,180889,9
173885,2515661,10473866,7
15851,116359,884,4
10472604,502728,12783,9
10473276,19023,16563,9
454166,188382,2828064,9
3539808,3599565,34781,9
263948,2593523,66759,9
467115,110915,2434323,9
149977,2940597,72167,3
71048,312998,1878136,9
6221748,434621,9135,4
5206739,15489,174128,1
266223,2616933,86492,9
2365385,2826074,6310788,9
1571699,3199022,33290,1
10472569,45808,61912,5
147174,70102,8518,9
110290,2207048,8518,1
29468,408827,174128,9
556520,4690287,326636,6
418956,408787,2976595,9
10473371,2342754,52166,9
442296,243019,12783,4
179443,114308,96696,2
1013503,1905852,3651,9
1178512,4929206,63423,9
54035,687726,33936,9
264422,3178565,8518,1
303875,463603,58096,3
587152,9917,3619,9
398366,5363607,604726,9
50969,585348,180889,8
474082,2774227,35951,3
117697,95581,177210,7
35197,4171165,204092,9
3402777,372166,48937,9
474464,3426183,43659,2
6343961,53878,3651,9
127859,4001339,180889,3
10473669,55760,796920,0
21038,1840145,103535,0
264422,2483738,10483533,9
6143,3040009,57988,9
7717,103372,2707,3
100,163611,12280,9
289826,1836200,58096,7
16791,81682,204092,5
597653,6303418,73939,9
1590,292632,24258,9
3185942,180991,63423,3
10472703,747524,1799907,9
764079,2448927,884,9
104890,447032,180889,4
133994,2085949,72167,1
981169,5058876,8518,8
10177,4093,45805,4
765940,572303,10473971,2
446634,499116,9135,8
355227,479678,121422,9
454166,1952465,63423,3
4324821,1912886,19669,7
837453,31547,10473844,9
833936,1510,95197,0
10704,169531,454156,2
63784,2700376,66759,1
453866,2767034,9135,9
5898,433094,6160,1
10473643,6043741,2707,9
40174,3951517,10485335,9
117697,2483737,10485410,9
82369,6205510,207699,9
92,12454,60149,5
499822,2389,76487,9
824255,1195420,10483616,2
474464,6894577,3232,9
48981,10456607,8518,6
408588,6697305,24258,9
3359981,453930,66759,9
3396256,5815007,13151,9
831250,7169811,534409,9
556520,3136554,38265,6
4382621,2906260,1878136,9
3990138,408120,89880,2
4044211,50375,561127,0
266223,437442,61912,9
67636,2288309,12783,7
2370272,5073442,10635,9
666219,28199,48816,9
331454,559216,60149,3
264422,5793951,174128,9
53843,4742972,8518,9
5050365,692653,1878136,1
366873,518429,60149,9
2846546,4373925,884,9
9534,87906,10087371,2
67636,584792,63423,8
3984055,3649,35951,9
4190147,2370928,35951,9
68659,3378824,326636,9
72891,433616,61912,8
179443,3352216,9135,8
325884,31960,174128,4
181677,762756,10484408,9
3756917,4037290,8518,9
206941,1069978,10485910,7
4977163,101889,45678,9
29312,539344,45739,9
10473561,293,18496,9
4755002,8963531,8518,8
1155406,3636879,6159,2
37358,2248001,550334,0
149948,1850731,24258,1
2669288,3517442,13999,9
450635,155269,1555,8
556520,589512,58096,8
165568,1065417,8518,6
67636,761272,2707,8
4139430,567846,112980,9
58416,2227863,75378,9
252800,1955712,10484405,9
266223,3287531,61912,6
10473469,8954,174128,5
398366,2013114,121422,9
4755002,444598,1356130,7
75150,1939235,35951,9
1248060,455565,2434323,2
576466,56075,45805,9
169741,107260,24258,1
1165599,624247,24258,8
2910584,1987889,10484412,0
10473514,349971,174128,9
96712,604699,414170,2
23431,1905636,1555,9
229374,1170183,10473977,7
450635,11073,204092,8
301596,3948371,6985,9
1571186,2584011,9135,9
5210122,2483737,594722,9
576466,142047,61912,9
215208,2632,3651,5
922273,1838781,204092,3
289676,4968186,66759,9
229470,509969,10474162,9
48981,205314,45739,1
86285,88084,10485031,9
320982,196194,2440146,9
680370,3499382,3651,9
18559,1941491,21127,6
320982,2398636,10635,4
68659,436374,75182,7
23715,591459,72167,5
1034322,2231319,106267,9
368972,5680459,7359585,9
10473072,6981282,8518,9
458373,4618190,10483316,2
5655,3221,57988,9
10473554,22134,45413,9
2191567,2,884,1
21038,275593,2714,0
48981,36694,2499,6
432511,460234,63423,1
11161746,100705,326636,3
10472928,1880792,33290,9
474464,750280,2499,6
6128880,32856,7033090,9
22042,3634815,49708,9
174851,2961006,3651,1
821147,2489397,204092,9
492794,41207,10485045,9
79216,2721809,58096,3
78223,2235809,45739,9
527513,474599,180889,4
981169,2605350,204092,9
849947,436104,10473794,0
8368,2003496,884,9
100,3421817,9135,9
3980308,8132452,45739,9
648,13982,326636,9
50969,3392607,7672693,9
296337,2950149,35951,9
6279245,63443,73939,3
10473095,4186,884,4
179443,51117,6985,9
266223,577013,1150735,2
228621,2216069,326636,8
214019,4317819,1855807,9
1049080,9709,10483579,9
474082,2307166,294919,2
67636,2999757,24258,8
152679,548595,10486202,9
214019,3402625,52166,1
6621702,501987,58762,2
11551,1993383,10484643,9
522897,1940068,66759,9
355227,591309,10486182,9
19794,1525768,1878136,9
10473021,28412,347933,9
315402,597917,45739,3
6985338,243019,12783,4
5301724,6882439,174128,9
48981,9088187,33290,9
922273,595931,63423,8
34887,479938,1878136,6
3356730,3501,1871396,9
72434,2625801,63423,8
2825096,144161,174128,9
127859,40784,24258,9
4382274,434969,57071,2
398366,1902112,10484249,9
363100,3447,52166,8
6563573,594320,45805,9
1977989,1835956,198641,9
1011697,3545148,10473819,2
450635,2637070,288878,9
112087,243019,45805,4
981169,6270433,1878136,9
47675,2292542,10483276,9
388549,453626,326636,5
6582923,4275745,8518,9
656778,2522304,3108,5
229374,1263113,4830,9
1165599,229307,6513470,9
6279245,2777214,10484209,9
57,435927,576520,0
10472984,467262,174128,5
4635677,463603,1555,9
3133859,2713242,2499,8
23782,31960,9135,1
6062926,3018162,73939,3
3060,50075,288878,9
165568,477743,24258,4
71048,555191,5076165,7
189567,69615,16676,4
228621,3687386,3286,7
9614185,2732130,377756,0
1165599,491369,45805,1
744311,3328980,570555,9
1438,456080,10486249,9
252800,3346904,564099,9
303224,6798837,1878136,4
505,6043741,35951,9
3216,96223,10486113,9
9260801,1249,63423,1
147855,12579,580981,0
3401525,2229543,45805,9
36467,2679737,9135,9
4944801,249507,12280,0
100,5387254,464545,9
55473,4814574,9135,9
649893,2136165,204092,9
738196,1220968,10473993,2
124518,51984,24258,3
2285845,4544,45805,4
556520,551274,314949,9
283198,1836219,73939,1
179443,1902112,10635,8
105887,453531,10486188,9
29276,548537,42893,2
554185,988,174128,1
46459,2801134,71045,9
3124881,3853557,12783,9
107,2963154,28831,9
5640025,4121917,58096,6
59114,569755,10483881,7
50969,3144249,9135,1
2357551,412176,24258,9
59114,52589,58096,8
8705,2834245,61912,9
29306,438849,5273849,9
3984055,1239180,2616,9
252800,2594177,9135,3
105887,5852717,49910,9
4755002,2337001,550334,9
1574910,483611,494926,2
474082,7762976,603924,9
2846546,3379,18550,8
150714,5422446,12783,9
19615,2003496,884,8
626714,1877647,10484538,9
6376,163611,12783,9
229374,2340283,10635,8
4113781,4601392,10635,8
78223,134660,151466,9
87016,3992134,89085,2
11598389,3517287,532635,9
5093752,136182,3651,1
2383919,32510,10386376,9
8685834,270402,8384,7
39002,38595,9135,6
46459,2130749,4794027,2
467114,543743,47234,9
1449700,2741291,12783,9
764079,5639234,174128,9
10473458,455864,10635,9
10473197,2849,2587488,9
474464,1911000,884,7
370178,2609,10473960,9
2189849,2874637,45805,1
764079,23908,38265,8
398366,2294231,174128,6
445143,475772,10635,9
4649726,3195354,1555,1
283198,2631960,204092,9
21038,6043741,4222955,9
5640025,68650,66759,1
50980,243019,45805,9
409339,218092,40528,2
450635,436374,6124,6
2234618,2584011,6985,1
10472620,9689,10485819,9
981169,1234563,16420,9
5211981,414662,624766,9
206941,2525354,131507,7
4320646,5134695,72167,6
61522,752271,9135,4
3396256,2824247,4740028,9
105626,1241946,68688,2
2000539,3321684,2461,2
3741178,20787,2714,9
41855,3538094,6985,9
4149,2560101,58096,9
1897869,4911,63423,5
4757348,2253100,66759,9
388596,1947227,580981,0
450635,3426183,101762,2
474082,3980334,1112185,9
16662,6201,10635,9
8685834,2507833,60149,8
454166,1870495,42918,9
53229,4206,6124,2
465499,1643345,3651,3
196926,463320,288783,9
593632,1065526,25212,2
47384,2679737,9135,9
10472832,49076,130641,9
78223,76638,10635,3
1878516,9709,10486171,9
1890621,1643345,6985,1
2846546,52589,6310788,9
7137046,2001047,50262,9
2526266,507414,45102,0
5640025,50352,3327869,7
4053794,3040009,60149,9
156554,875,2499,9
66428,3495767,884,9
458686,408935,10474166,0
276135,144282,2190778,9
764079,59174,830825,7
827438,32856,1878136,9
503286,30482,230360,9
4113781,816842,3108312,9
1373486,3609,36791,2
10790,7169811,2707,6
185742,454848,1878136,1
2846546,3593160,2237180,2
10472650,90649,135867,9
2616092,8894,6124,5
20287,582216,85808,9
1204453,3416729,2499,3
1183748,3853557,12783,3
38231,10824,63423,9
17708,3078474,10635,9
8685834,837719,12783,6
817554,3465047,2237180,9
3918089,1324204,884,3
355227,2572720,35951,8
26633,450652,174128,9
614,3228310,33290,1
645728,3571,180889,9
148687,511385,605130,7
28912,100705,326636,5
42887,69948,63423,9
17531,490121,11625,0
1845732,105097,6475251,0
5655,212573,50819,0
1188379,1708175,72167,5
45424,436817,2499,5
2324503,2089580,45739,9
398366,660932,10483663,7
11599009,920925,10635,9
4862,4123599,73939,3
2915709,386823,202601,0
46459,5721791,10635,6
1165599,21491,7607,2
10473742,872326,27397,9
215126,531,2499,9
455973,2479369,3431311,9
584349,2339441,9135,9
398366,433877,73939,8
1165692,2758974,174128,6
740111,507416,73939,9
631524,1917917,72167,4
62156,42739,58096,0
266223,175513,128459,7
8619926,515012,884,9
10473400,5511,72125,0
1267205,1324204,58096,1
13957,2605350,174128,9
1128689,500834,45739,9
83898,1708175,72167,5
68659,4471,3651,6
705245,112184,180889,9
1165599,808171,6985,8
4113781,105195,10473867,7
505,607,180889,4
765940,3911010,35951,1
63784,4063318,6124,9
202330,2985,2237,0
4320646,1997059,4697,1
970708,2088244,3625,9
5898,275,30087,2
67636,39828,73939,9
11476,1888743,71527,9
5570624,1873161,9135,9
984387,243019,850961,9
5298,498779,10635,9
6873732,261900,24258,9
7046,15067,2707,9
15000,1895595,174128,4
1574910,1844944,4697,7
443663,584792,6985,6
21260,45808,10635,9
110290,31704,9682,7
10473227,3505959,60149,9
3301753,2522793,9135,1
43483,7934,16676,9
541049,79827,326636,4
110290,1995539,10082,2
179443,2013114,1878136,6
43242,3242803,8518,9
5898,18440,2237,2
2663255,2110098,10473867,2
7658233,128143,3651,9
717482,36318,10485072,9
626714,4155256,45739,8
59114,612160,4697,7
387789,1273885,66982,9
727,243019,45805,4
126641,1860035,8518,9
81276,2690983,326636,9
386815,757563,174128,9
25323,457322,61912,9
1165692,2088244,60149,9
10472670,4060061,45739,9
756950,2961006,3651,1
89129,4804238,10483230,9
7351891,930058,10485593,9
3123441,104402,580981,2
6581720,131189,1878136,9
454,3615672,10486193,9
454166,7432343,2499,6
111022,727357,3651,3
11595,19277,884,9
169741,2423904,61912,3
181691,407869,33290,1
517200,444807,2707,9
2334199,2657801,58096,9
50969,1924290,9135,9
765940,2802190,45429,9
3396256,463319,10486220,9
4757348,1912092,3944144,9
21038,4142643,10484892,0
22042,1340878,12783,5
8685834,489161,10486254,7
38428,3557701,51177,9
5050365,5158794,2986036,9
9069158,2696747,66759,1
4113781,4601392,10485033,9
23355,261,60149,4
556520,131630,2969,7
3193,8854,9135,5
5898,49038,3953122,9
67636,3553,58096,6
68659,5231936,52166,9
196674,550606,10483805,9
3122139,4013976,6985,9
650236,2564536,6160,1
71048,1317711,3651,8
254335,144161,9135,4
34887,3990,5617871,0
10473100,508,6530750,9
201498,281036,295501,0
255046,507414,450977,2
436553,45988,102942,2
3396256,746873,6160,8
3133859,3609083,45739,3
409097,526197,45739,1
506526,684007,10473861,7
445143,452219,10473772,2
59114,3070875,48750,9
574503,779775,174984,9
37539,521644,10635,5
5986906,3600414,16563,1
137402,24948,87848,9
408494,916479,2707,4
10472583,5347,11005,0
5093752,3992134,10485789,2
4405083,447691,38265,2
97035,9331,9135,1
537659,2653133,3651,4
10473599,4804238,174128,9
4571542,41139,10486084,9
5087550,770120,1878136,9
2553343,647587,1892437,9
1400696,215,16563,9
18559,2013476,66759,1
219003,243019,52166,4
442951,2377044,66759,9
249375,196123,10485881,7
110290,4891100,2707,9
228621,456331,58096,9
13251,80266,18180,9
10472583,5,60149,5
22717,102243,108699,0
3984055,6801941,10486083,9
474082,2102551,7371435,9
68659,2416340,1878136,3
942387,3228324,326636,9
1840219,4116913,60149,9
3396256,498064,17735,7
696257,988,60149,9
5050365,2383034,10484973,9
289826,602877,6985,6
214019,3024537,61912,9
82369,13920,58096,5
504629,2657801,58096,9
2846546,1874347,16676,3
49218,212724,3651,5
96740,507414,49315,0
409079,424,247211,9
765940,2120476,174128,9
67488,507416,9135,4
660,3870399,174128,9
283198,1031107,9135,9
21629,7730294,131039,9
224334,191841,9135,5
88223,299962,63423,1
3984055,1842484,45805,6
50475,1932150,3651,9
35999,1870495,24258,6
67488,48119,6211371,9
556520,435521,61912,9
2910584,502757,3651,9
4755002,11403,8518,1
4113781,2550,96492,7
68659,3917192,2237,7
53591,7934,1799907,9
229374,2763275,108981,7
34887,418731,213707,0
283198,1893032,45739,3
10472785,2688488,1878136,9
10472589,377895,26897,9
1931106,4544,10473754,0
182815,57687,1878136,9
2694712,31547,40528,0
2393640,83489,120874,2
562138,827828,33290,5
3984055,14494,41739,7
5560,533024,45054,2
4535806,641310,63423,3
10472826,4116913,10483227,9
3396256,83381,1878136,9
214019,491056,58096,3
163783,368917,33541,7
603113,490817,60149,9
764079,521644,10635,5
2352444,2200101,63423,5
443663,1851070,2707,3
1867431,450569,1289180,2
1155406,2588125,60149,9
1571186,384849,7273,9
764079,37242,2714,7
1431829,499385,6124,9
78223,970022,326636,3
432812,432944,58096,9
17708,13998,2147,5
85546,67338,46354,0
59114,437721,193653,9
474082,4654868,3053,9
283890,3392595,35951,9
67028,4356874,10485026,9
68659,3016320,3651,6
10473214,243019,45805,9
201045,3557701,21127,9
409979,3849,60149,3
161178,2260396,66759,1
398366,298266,174128,9
10473602,3512128,61912,9
165568,1772,63423,8
6082475,2483737,45739,3
922273,447725,12061,7
34887,4609779,2615,9
1625431,1409,45805,8
71048,129288,12783,9
603113,600849,52601,9
48453,191841,9135,3
10472583,45808,44757,0
10472981,757563,6124,9
78327,434970,8518,9
788103,2928451,9135,9
4838,13654,10484847,9
110290,3002488,1878136,9
454166,222506,16676,1
6378042,508746,73939,3
6378042,3008844,6521437,9
247522,2340283,24258,9
478549,333007,67205,9
148687,2382771,65995,9
1574910,69126,6985,3
2327259,5640,35951,5
5415857,3069009,73939,5
163783,763,1940628,9
1881014,143938,278413,2
1165692,23908,124997,9
8204890,5024160,63423,9
172495,69153,6124,9
3984055,5311221,884,6
214019,6894577,66759,9
174766,1738,88043,9
10473743,3821568,60149,9
4342662,16898,21108,9
5796400,458799,463073,9
3318,4596589,10485054,9
13431,4379,10484480,2
10986095,493321,24258,9
440552,96226,3108,2
20909,1241946,68688,9
17708,28927,45805,5
450635,1952361,9317,7
141543,432752,162961,9
206941,938788,326636,1
104890,293168,19605,2
556520,1978831,45805,9
35999,3270559,2707,1
67636,7511033,6124,8
162982,434802,2499,5
163783,2253111,10474097,7
2197206,472498,62802,0
626714,4695626,7322897,7
544756,570142,10635,9
70985,6043741,10474044,9
180450,4814574,9135,3
220949,4155256,45739,8
163783,409223,432857,7
1011697,58423,6853553,9
2631908,134605,10486102,9
4649726,409777,66759,9
248706,534291,10485955,9
113997,668036,52166,6
105887,535296,10484022,9
10472755,2201375,11625,9
3345454,2081449,10635,1
205756,49179,9135,4
10473523,9478,715274,0
2846546,2136165,204092,6
8685834,3188991,33290,3
3829850,105097,225327,0
8256,434621,9135,4
5655,608732,66759,9
2642886,58920,25466,9
10473612,2475193,66759,9
10473098,473214,188708,9
372450,1987889,1223163,9
84382,499678,1555,9
506526,2200502,174128,8
2263124,335061,16572,9
822486,408584,60149,9
4226436,3691867,884,9
31220,2690983,326636,1
2573507,144161,162838,9
45424,1912886,58096,6
105887,20016,121366,9
2808863,451600,2153508,0
1188554,2796005,61912,9
163783,953426,24258,7
165568,3448528,2501,2
4113781,2824766,49043,9
556520,408827,24258,9
234514,14293,66759,1
36213,121262,45805,5
6302451,261,12280,0
473242,408856,10484619,9
11510,82864,35951,5
6279245,383392,10486177,2
7122763,1863745,60149,9
10472718,6346,64781,9
1038709,752271,205997,9
3396256,7111065,9135,9
19152,438748,97579,9
369565,409656,9992398,2
34887,310686,10485701,9
5050365,3519099,61912,1
5621517,36318,35951,9
474464,2340048,39825,7
301596,128578,6985,1
10473711,3943372,24258,4
228621,4055521,206231,9
67636,2877592,66759,8
15790,5538,1555,9
454166,765845,33290,9
110290,8705957,61912,9
398366,1902112,10486297,9
822486,1895595,204092,9
522897,5578773,6985,9
6298103,248560,12783,9
7161,55172,1424551,2
214019,3232447,3368465,9
5005844,1874347,2419,2
5268191,130082,10473754,2
2138130,2455659,10474090,9
126382,2481718,3108,9
381781,51033,21127,6
6082475,533597,10484318,9
16093,4545,884,9
1284997,5491051,45805,9
110290,2989990,10474033,9
1191523,433285,8004,0
10473253,433104,12082,0
1215528,3134150,72167,5
764079,1462,63423,8
465499,559216,45805,4
10472778,1903346,58096,9
68659,1157,244515,7
11599311,2760056,2501,9
10473191,24050,24258,9
8685834,5710,684750,9
5232711,353470,326636,0
523000,2985,58096,9
9325346,696902,73939,4
165568,3126325,58096,6
214019,2241062,4669,7
122969,1565659,131282,9
228621,2704824,174128,6
1235773,140765,60149,9
3221583,1968143,174128,9
432639,436104,37723,9
4755002,1851070,60149,3
1784184,412832,72167,5
83194,1601133,58096,3
100,429292,10486179,9
6190764,35305,10484049,2
675836,342,9135,8
10472822,5261,174128,9
65041,2289904,12783,1
10472879,453531,2707,9
59114,1008234,10483465,9
2965024,3609,204092,3
473321,4949896,6160,1
10671645,1376135,10473938,9
1400696,2322482,7607,0
3396256,3403760,9624110,9
152679,2864144,884,0
48981,172165,3651,6
1845418,574246,45739,4
7717,1893039,196700,9
85546,72979,3575823,9
650236,545531,9135,9
764079,37242,40528,7
10473119,434816,2147,0
238864,1643345,4714225,9
922273,40382,2707,8
1011697,2281,622578,7
3984055,2206481,6985,6
27960,1121045,2147,9
228621,31952,33290,6
1165599,1119757,1555,9
57,55290,37098,0
4149645,433080,9135,5
1165692,2285911,10486083,9
10473034,1757222,45739,1
8685834,2558167,237662,9
10473500,2963154,6985,9
5915218,1951112,4669,9
15941,543743,1878136,5
7899976,20147,45739,9
5640025,2720805,10473928,7
1842315,3343903,2707,9
246817,8733,10484458,9
1131983,22355,95197,2
436179,5903,81323,2
63784,444807,6475251,2
703002,14800,10484496,9
181343,566828,884,9
214019,4949896,6160,1
675836,3144249,884,8
1155406,452443,10474098,9
4113781,763,63423,6
922273,400981,12783,9
15781,5422446,2237,9
3000693,1869685,2707,1
165568,26198,174128,6
11599402,2247272,40664,9
4113781,1951061,45739,3
765940,2352700,884,2
23840,584175,1878136,9
922273,2674395,3651,8
47384,3486065,10483324,9
183059,295523,884,5
8685834,518335,24258,9
9573,453626,326636,9
1840219,974180,35951,5
63784,58818,57660,2
7279944,63734,226089,0
68659,2923220,24258,9
311259,766199,3651,9
181247,2687477,10484852,9
5655,15151,828612,0
573284,263690,63423,9
60781,293,207139,7
212554,409224,204092,9
10473048,242015,44287,9
2444143,435738,73939,3
643235,132821,24258,5
13174,638034,11049,0
1885248,507416,73939,9
145030,2455660,6124,9
7193,2328753,764684,0
249611,43101,60149,9
5898,4138777,204092,3
3984055,1888939,10486053,2
4375,117365,2499,9
1155406,6750,10483364,9
17708,30898,45805,5
250753,354642,42918,9
48421,457496,2147,9
10472836,2999757,24258,9
2326339,212326,50882,0
10572824,4545,176298,9
117697,827104,10635,9
764079,137131,1878136,1
87016,21431,10486188,9
1165692,479819,326636,9
388085,305083,6180,9
17708,469568,2521,0
10473214,3034702,12783,9
97035,3346544,45805,1
593364,543743,2499,5
3396256,852439,12783,8
5610979,477743,24258,4
1878516,9709,256701,9
36467,22134,1878136,9
31563,3038363,2579270,9
675836,465844,1878136,1
5898,1073194,204092,1
15094,533163,9135,4
5640025,493321,10484871,9
1637350,177226,5362,2
31441,4932222,550334,9
1049563,2609469,195579,0
279025,625348,93289,9
2846546,456508,73939,6
126954,63644,2147,9
110290,535631,517545,9
117697,7057254,6985,9
1165599,1330785,21127,6
10473552,548541,45739,9
5491821,2738883,1878136,9
10472974,5577341,45739,9
256578,3019352,5934596,0
10410,3583811,4245741,7
266223,533500,77920,9
182399,477743,24258,4
1043901,48830,204092,5
556520,5538,174128,8
439138,13061,1555,5
6563573,437721,65783,9
504828,1856376,43061,2
10473614,437799,3368465,2
57,1859685,6475251,0
1165692,1894051,2499,2
603113,2550942,35951,8
48981,409777,20418,9
10472598,2311413,73939,9
10472603,447032,561127,0
283198,2203294,105658,9
152679,2227210,10486113,9
181343,5710,10473864,9
5570624,484783,6985,9
163783,2387968,52166,1
576465,506789,24258,9
117697,1982992,61912,9
201045,2783290,174128,1
2702797,4114130,1555,9
10472826,5640,100725,9
454166,3486822,10483533,9
210039,604699,6853553,9
711874,243019,45805,4
11598260,433509,2707,2
8685834,4197925,12783,3
49218,495488,12783,5
4221,591459,72167,5
825871,243019,67854,9
1165692,248560,24258,6
831250,970022,326636,8
2893029,2200101,884,3
34970,4017,2857472,9
4320646,2245370,180889,3
29486,243019,3651,9
303875,408787,8518,3
11599120,1855292,541199,9
64,2383034,10635,9
3185942,21431,35951,6
4599861,433094,7607,9
189567,20776,16572,0
21038,2440325,454156,0
10472722,434971,74051,0
5507843,434621,9135,4
21038,5347,45805,5
4139430,795352,45739,3
1176893,433329,1147820,9
434177,3992134,10484405,9
5053390,477743,24258,4
2685887,912705,796920,2
765940,3505200,6985,6
4095,142047,28730,9
4190147,447339,10484467,9
24742,2950942,66759,9
1165599,54962,9181328,9
126382,284717,60149,4
626714,41854,74068,9
2435442,2326417,61912,3
372693,128577,5127320,0
824988,4356874,45739,6
4755002,6459626,45805,9
264422,3971761,450237,9
44055,3485945,45739,9
15941,485011,1878136,4
2334612,2522304,33290,5
3984055,129288,468037,9
474082,1057596,1878136,3
17708,424968,678295,9
981169,179962,66759,9
5898,1010419,24429,9
1901613,4544,10485031,9
252800,306720,8493117,7
46459,1982292,66759,9
533227,2777214,12783,9
2043425,101404,4255567,9
35999,435595,10485158,9
16662,2494079,10483879,9
5640025,444598,615784,7
648,1885801,44145,9
765940,39828,174128,9
10472802,3501,10485389,9
408588,3073,10474041,9
283198,929750,1555,8
104890,410147,10474000,2
1957711,535888,58096,9
467115,408856,6160,4
10473397,455203,93289,9
240927,146411,16676,9
1165599,560105,1320951,9
149691,2522304,33290,5
8685834,185152,7608,7
67636,2013114,1320951,9
114219,434380,10474153,2
1759,2379120,10635,6
10473712,3127810,2499,5
5263,1510,204092,3
50969,532744,64227,7
1139314,3660,12783,9
254335,433181,10473899,0
454166,446030,6160,8
63784,863110,326636,9
5050365,977119,8518,1
34887,2798743,1150735,2
1941820,5578773,2499,9
2846546,3433746,174128,6
3828885,140157,63423,9
454166,4319118,2434323,2
547906,2589354,204092,5
176081,344883,326636,5
717615,142047,51360,9
474464,533407,2237,7
494368,636297,10483552,9
11598364,2119892,326636,9
1731036,144161,53482,9
5655,23224,10486260,9
34887,1935580,204092,1
1888,2638707,73939,4
37656,3486,174128,3
100,144161,10483432,9
17708,133065,6985,9
5636120,445495,174128,9
10472567,45808,61912,5
187160,1641039,10635,1
1095897,409656,2707,2
5206739,9115853,35951,9
8685834,1912092,1555,3
807510,2861452,8598698,2
345829,13960,45805,1
78223,662934,33290,1
713736,647587,928350,9
8824,873,424694,9
645728,261900,63423,9
76722,3920137,33290,9
34887,2945758,2656638,7
4571542,409227,10483396,0
3984055,3078474,884,9
104890,4471,45805,6
13251,80266,481566,0
3014782,2628796,174128,9
67636,182876,2707,3
122969,1836829,2499,5
1165599,598964,2759,7
3396256,3402625,52166,1
11329,59478,28729,9
1589,2068541,6985,9
10473347,163023,6160,5
6228353,9917,9135,9
469778,1888939,3651,9
36467,1859230,202921,9
71048,500834,1210766,7
206941,434386,45739,4
680370,2472861,10486113,9
8685834,1899516,192554,9
148687,61960,22163,7
82622,210890,96696,0
2800130,2672710,28917,9
125207,79734,3651,5
110290,1905050,244515,9
467114,166068,195976,0
8705,687,1878136,7
2642886,18879,24258,4
63784,958065,2707,9
4757348,1930759,596492,9
1840934,2592718,2714,0
3396256,497454,58096,8
498210,582004,3651,5
238246,566828,884,9
10473688,2018,4697,5
10473400,5511,1555,5
560902,454623,35951,4
97803,535631,52166,1
10472583,194,6721,0
4576162,2117878,8518,3
10472589,435584,87688,9
2383919,32510,3651,1
358143,1895595,174128,4
10472722,441258,54474,0
8897,404,33290,5
5898,530176,207139,2
117697,1045996,326636,8
82369,37962,2707,4
52685,4096049,76796,9
52753,2838,1878136,9
23629,150343,56620,0
46597,2232030,63423,3
579548,2289904,204092,3
4755002,458096,33290,6
